development_constraint_id,plan_type_id,generic_land_use_type_id,"constraint_type",minimum,maximum,lc,maxht
2826,1694,3,"far",0,3.25,1,65
2827,1695,3,"far",0,4.25,1,85
2828,1697,3,"far",0,1.5,1,45
2829,1698,3,"far",0,0.5,1,100
2830,1711,3,"far",0,3,1,80
2831,1712,3,"far",0,0.5,1,35
2832,1713,3,"far",0,6,1,85
2833,1715,3,"far",0,4,1,90
2834,1716,3,"far",0,0.6,1,45
2835,1718,3,"far",0,0.5,1,115
2836,1720,3,"far",0,0.5,1,45
2837,1722,3,"far",0,0.6,1,125
2838,1723,3,"far",0,0.5,1,45
2839,1724,3,"far",0,0.7,1,45
2840,1725,3,"far",0,3,1,35
2841,1726,3,"far",0,1.25,1,35
2842,1727,3,"far",0,1.75,1,35
2843,1728,3,"far",0,0.7,1,35
2844,1729,3,"far",0,0.5,1,35
2845,1730,3,"far",0,0.5,1,45
2846,1731,3,"far",0,3,1,45
2847,1732,3,"far",0,5,1,85
2848,1733,3,"far",0,3,1,45
2849,1734,3,"far",0,1.5,1,45
2850,1735,3,"far",0,0.5,1,12
2851,1736,3,"far",0,1.8,1,45
2852,1737,3,"far",0,0.6,1,40
2853,1740,3,"far",0,1.69,0.45,45
2854,1741,3,"far",0,1,0.9,65
2855,1742,3,"far",0,1.69,0.45,45
2856,1743,3,"far",0,0.5,0.45,40
2857,1747,3,"far",0,2,1,120
2858,1748,3,"far",0,1,1,40
2859,1752,3,"far",0,4,1,57
2860,1753,3,"far",0,2,1,60
2861,1755,3,"far",0,1,1,35
2862,1756,3,"far",0,4,1,45
2863,1767,3,"far",0,1,1,67
2864,1798,3,"far",0,2,1,0
2865,1799,3,"far",0,2,1,0
2866,1800,3,"far",0,2,1,0
2867,1835,3,"far",0,3,0.9,65
2868,1862,3,"far",0,1.5,1,0
2869,1875,3,"far",0,1,1,0
2870,1879,3,"far",0,0.85,1,0
2871,1909,3,"far",0,1,0.75,35
2872,1910,3,"far",0,6,1,403
2873,1911,3,"far",0,6,1,403
2874,1912,3,"far",0,6,1,403
2875,1913,3,"far",0,6,1,403
2876,1914,3,"far",0,6,1,403
2877,1915,3,"far",0,1,1,40
2878,1916,3,"far",0,1,1,40
2879,1920,3,"far",0,5,0.75,300
2880,1921,3,"far",0,1,0.75,100
2881,6,4,"far",0,1.75,0.55,35
2882,8,4,"far",0,2.25,0.55,45
2883,11,4,"far",0,2,0.7,40
2884,14,4,"far",0,1,1,25
2885,15,4,"far",0,1.2,1,35
2886,16,4,"far",0,0.7,1,50
2887,17,4,"far",0,0.5,1,12
2888,20,4,"far",0,0.5,1,12
2889,21,4,"far",0,0.75,1,12
2890,22,4,"far",0,0.7,1,45
2891,24,4,"far",0,0.75,1,50
2892,25,4,"far",0,0.5,1,12
2893,27,4,"far",0,2,1,24
2894,28,4,"far",0,2.5,1,30
2895,29,4,"far",0,2.5,1,30
2896,30,4,"far",0,2.5,1,30
2897,36,4,"far",0,1,1,45
2898,37,4,"far",0,3,1,70
2899,38,4,"far",0,0.7,1,75
2900,39,4,"far",0,2.5,1,75
2901,40,4,"far",0,1.65,0.55,30
2902,41,4,"far",0,4,1,75
2903,42,4,"far",0,2.25,0.35,45
2904,43,4,"far",0,0.4,1,45
2905,44,4,"far",0,0.4,1,45
2906,45,4,"far",0,0.5,1,45
2907,47,4,"far",0,2.25,1,45
2908,48,4,"far",0,1.5,1,30
2909,55,4,"far",0,0.5,0.55,35
2910,56,4,"far",0,3.5,1,65
2911,57,4,"far",0,1,1,75
2912,60,4,"far",0,1.4,1,16.8
2913,61,4,"far",0,1,1,12
2914,62,4,"far",0,0.6,1,12
2915,63,4,"far",0,0.2,1,12
2916,64,4,"far",0,0.3,1,12
2917,65,4,"far",0,0.6,1,12
2918,66,4,"far",0,0.6,1,12
2919,67,4,"far",0,0.6,1,12
2920,68,4,"far",0,1.4,1,16.8
2921,79,4,"far",0,1.4,1,16.8
2922,81,4,"far",0,1,0.75,45
2923,82,4,"far",0,1,0.75,45
2924,83,4,"far",0,1,0.75,70
2925,84,4,"far",0,1,0.75,45
2926,85,4,"far",0,1,0.75,70
2927,86,4,"far",0,1,0.75,45
2928,87,4,"far",0,1,0.75,45
2929,88,4,"far",0,0.75,0.75,45
2930,89,4,"far",0,1,0.75,30
2931,90,4,"far",0,1,0.75,45
2932,91,4,"far",0,1,0.75,45
2933,92,4,"far",0,1,0.75,45
2934,93,4,"far",0,0.5,1,45
2935,94,4,"far",0,5,1,230
2936,95,4,"far",0,6,1,403
2937,96,4,"far",0,8,1,600
2938,97,4,"far",0,6,1,403
2939,98,4,"far",0,6,1,460
2940,99,4,"far",0,6,1,345
2941,100,4,"far",0,6,1,403
2942,101,4,"far",0,3,1,86
2943,102,4,"far",0,5,1,230
2944,103,4,"far",0,0.5,1,75
2945,104,4,"far",0,3,0.35,160
2946,106,4,"far",0,5,1,60
2947,107,4,"far",0,0.75,1,75
2948,108,4,"far",0,2.5,1,75
2949,109,4,"far",0,0.5,1,30
2950,110,4,"far",0,0.5,1,45
2951,111,4,"far",0,0.5,1,20
2952,112,4,"far",0,1,1,75
2953,113,4,"far",0,0.5,1,30
2954,114,4,"far",0,0.5,1,45
2955,115,4,"far",0,1,1,75
2956,116,4,"far",0,0.5,0.35,70
2957,129,4,"far",0,1,1,40
2958,130,4,"far",0,1,0.75,45
2959,131,4,"far",0,1,0.8,45
2960,132,4,"far",0,1,0.9,50
2961,134,4,"far",0,0.2,1,45
2962,135,4,"far",0,1,0.8,35
2963,139,4,"far",0,1,1,35
2964,140,4,"far",0,0.5,1,35
2965,141,4,"far",0,0.5,1,35
2966,142,4,"far",0,4,1,50
2967,143,4,"far",0,4,1,50
2968,144,4,"far",0,1,1,35
2969,145,4,"far",0,1,1,35
2970,151,4,"far",0,1.5,0.675,45
2971,152,4,"far",0,2.25,0.63,45
2972,155,4,"far",0,5,0.95,76
2973,156,4,"far",0,3.67,0.95,65
2974,158,4,"far",0,1,1,35
2975,159,4,"far",0,2.25,0.63,45
2976,160,4,"far",0,1.5,1,35
2977,161,4,"far",0,0.75,1,35
2978,162,4,"far",0,1,1,35
2979,163,4,"far",0,1,1,35
2980,164,4,"far",0,0.5,1,35
2981,168,4,"far",0,0.7,1,35
2982,169,4,"far",0,1.75,1,35
2983,170,4,"far",0,0.5,1,35
2984,175,4,"far",0,0.5,1,35
2985,178,4,"far",0,0.7,1,35
2986,187,4,"far",0,2,1,35
2987,188,4,"far",0,1.5,1,35
2988,189,4,"far",0,3,1,35
2989,192,4,"far",1,4.25,0.75,160
2990,193,4,"far",0,4,0.6,80
2991,194,4,"far",0,4,0.65,60
2992,195,4,"far",0,1,0.8,60
2993,196,4,"far",0,1.4,0.5,45
2994,197,4,"far",0,0.4,0.9,50
2995,198,4,"far",0,4.25,0.7,85
2996,200,4,"far",0,1.75,0.6,35
2997,204,4,"far",1.5,3,1,45
2998,205,4,"far",1,4.5,1,60
2999,206,4,"far",0,3,0.75,175
3000,207,4,"far",1,6,1,80
3001,208,4,"far",0,3,0.7,60
3002,209,4,"far",0,3,0.7,60
3003,210,4,"far",0,1,1,12
3004,214,4,"far",0,1.5,0.9,35
3005,215,4,"far",0,1,0.9,35
3006,216,4,"far",0,1.5,1,35
3007,218,4,"far",0,0.5,0.8,12
3008,219,4,"far",0,0.8,0.75,35
3009,225,4,"far",0,0.4,0.95,45
3010,226,4,"far",0,0.4,0.95,45
3011,227,4,"far",0,1.25,0.8,35
3012,228,4,"far",0,1.25,0.8,35
3013,229,4,"far",0,1,0.7,35
3014,230,4,"far",0,0.75,0.7,35
3015,231,4,"far",0,0.75,0.85,35
3016,232,4,"far",0,7,0.85,98.8235
3017,233,4,"far",0,0.5,0.7,60
3018,234,4,"far",0,2.1,0.7,45
3019,235,4,"far",0,1.75,0.7,35
3020,243,4,"far",0,1,0.85,35
3021,245,4,"far",0,1,0.85,35
3022,246,4,"far",0,1.75,0.4,35
3023,247,4,"far",0,1.75,0.4,35
3024,251,4,"far",0,0.5,0.75,35
3025,252,4,"far",0,3,1,30
3026,253,4,"far",0,1.5,1,30
3027,254,4,"far",0,1.5,0.5,35
3028,257,4,"far",0,1,0.8,35
3029,268,4,"far",0,2.25,0.75,35
3030,269,4,"far",0,0.6,1,25
3031,273,4,"far",0,0.5,0.85,35
3032,274,4,"far",0,3,0.8,55
3033,275,4,"far",0,0.5,1,12
3034,276,4,"far",0,0.5,0.85,35
3035,282,4,"far",0,3,0.8,60
3036,284,4,"far",0,3,0.9,60
3037,285,4,"far",0,2,0.7,45
3038,287,4,"far",0,4,0.8,75
3039,288,4,"far",0,1.5,1,40
3040,289,4,"far",0,0.45,1,45
3041,291,4,"far",0,3,1,35
3042,292,4,"far",0,0.75,0.75,75
3043,293,4,"far",0,1,1,35
3044,294,4,"far",0,3.2,1,45
3045,295,4,"far",0,3.5,1,35
3046,296,4,"far",0,3.25,0.75,65
3047,297,4,"far",0,1,1,35
3048,298,4,"far",0,5.5,1,66
3049,299,4,"far",0,12,1,200
3050,313,4,"far",0,5,1,75
3051,314,4,"far",0,4,1,55
3052,315,4,"far",0,0.7,1,65
3053,316,4,"far",0,3,1,50
3054,317,4,"far",0,0.5,1,65
3055,319,4,"far",0,0.5,1,65
3056,320,4,"far",0,3,1,50
3057,321,4,"far",0,2.5,1,50
3058,322,4,"far",0,2,1,65
3059,329,4,"far",0,4,0.85,45
3060,331,4,"far",0,2.25,0.75,35
3061,332,4,"far",0,0.4,0.85,45
3062,333,4,"far",0,0.4,0.85,50
3063,334,4,"far",0,1,1,35
3064,341,4,"far",0,3,1,35
3065,342,4,"far",0,0.4,1,38
3066,343,4,"far",0,1.5,1,40
3067,344,4,"far",0,1,0.65,40
3068,345,4,"far",0,0.5,0.65,35
3069,351,4,"far",0,2,0.8,35
3070,352,4,"far",0,3,0.85,35
3071,353,4,"far",0,0.5,0.8,35
3072,356,4,"far",0,2,0.75,35
3073,361,4,"far",0,4,0.9,45
3074,362,4,"far",0,3,1,40
3075,363,4,"far",0,3,1,40
3076,364,4,"far",0,2,1,30
3077,365,4,"far",0,2,1,30
3078,366,4,"far",0,2,1,30
3079,367,4,"far",0,2,1,30
3080,368,4,"far",0,1,1,25
3081,369,4,"far",0,3,1,25
3082,370,4,"far",0,0.5,1,25
3083,371,4,"far",0,4,1,75
3084,372,4,"far",0,2,1,30
3085,373,4,"far",0,3,0.8,39
3086,374,4,"far",0,3,0.45,35
3087,375,4,"far",0,4,0.75,45
3088,376,4,"far",0,1.2,1,35
3089,391,4,"far",0,2.25,0.85,45
3090,392,4,"far",0,2,1,40
3091,393,4,"far",0,1,1,40
3092,394,4,"far",0,0.45,0.45,30
3093,395,4,"far",0,0.9,0.45,30
3094,397,4,"far",0,0.75,0.4,35
3095,399,4,"far",0,0.4,0.4,30
3096,401,4,"far",0,0.5,0.5,12
3097,408,4,"far",0,0.7,1,28
3098,409,4,"far",0,2.92,1,35
3099,411,4,"far",0,5,1,80
3100,412,4,"far",0,1.5,1,50
3101,413,4,"far",0,1.5,1,50
3102,414,4,"far",0,0.5,1,65
3103,415,4,"far",0,4.5,1,54
3104,416,4,"far",0,7,1,84
3105,417,4,"far",0,0.5,1,120
3106,418,4,"far",0,0.5,1,12
3107,419,4,"far",0,1,1,65
3108,420,4,"far",0,0.5,1,35
3109,431,4,"far",0,3.5,1,70
3110,432,4,"far",0,8.25,1,205
3111,434,4,"far",0,2.92,1,35
3112,436,4,"far",0,5,1,55
3113,437,4,"far",0,5,1,35
3114,438,4,"far",0,9,1,95
3115,439,4,"far",0,7,1,35
3116,440,4,"far",0,4,1,55
3117,442,4,"far",0,4.2,1,70
3118,443,4,"far",0,4.2,1,70
3119,444,4,"far",0,4.2,1,70
3120,445,4,"far",0,4.2,1,70
3121,446,4,"far",0,4.2,1,70
3122,457,4,"far",0,1,0.45,35
3123,458,4,"far",0,0.7,0.45,35
3124,459,4,"far",0,1,1,55
3125,461,4,"far",0,0.6,0.5,45
3126,463,4,"far",0,0.5,0.45,35
3127,466,4,"far",0,0.665,0.55,40
3128,469,4,"far",0,2.75,0.75,55
3129,471,4,"far",0,0.65,0.75,40
3130,481,4,"far",0,0.4,0.7,35
3131,482,4,"far",0,1.5,0.6,35
3132,483,4,"far",0,0.7,0.7,35
3133,484,4,"far",0,1.5,0.7,27
3134,485,4,"far",0,2,1,35
3135,486,4,"far",0,2,1,45
3136,487,4,"far",0,0.6,1,45
3137,488,4,"far",0,0.5,1,35
3138,494,4,"far",0,0.4,0.6,35
3139,495,4,"far",0,0.5,0.7,35
3140,496,4,"far",0,0.4,0.8,27
3141,497,4,"far",0,0.4,0.7,27
3142,500,4,"far",0,0.5,0.5,35
3143,501,4,"far",0,0.5,0.5,35
3144,505,4,"far",0,1,1,50
3145,507,4,"far",0,1,1,50
3146,509,4,"far",0,0.5,1,50
3147,521,4,"far",0,1.75,0.6,35
3148,524,4,"far",0,4.6,0.85,65
3149,526,4,"far",0,1.75,1,35
3150,533,4,"far",0,2.5,0.9,65
3151,534,4,"far",0,0.5,0.9,65
3152,538,4,"far",0,3.5,0.9,65
3153,539,4,"far",0,3.5,0.9,60
3154,540,4,"far",0,2,0.5,50
3155,541,4,"far",0,3.52,0.65,65
3156,547,4,"far",0.55,5,0.95,60
3157,548,4,"far",0,3.5,0.9,65
3158,549,4,"far",1,4.25,1,85
3159,551,4,"far",1,4.25,1,85
3160,554,4,"far",1,2,1,40
3161,555,4,"far",0,3,0.8,48
3162,556,4,"far",0,4.2,1,84
3163,557,4,"far",0,1.75,1,35
3164,558,4,"far",0,4.2,1,84
3165,559,4,"far",0,4.2,1,84
3166,560,4,"far",0,3,1,60
3167,561,4,"far",0,2.4,1,48
3168,562,4,"far",0,2.4,1,48
3169,563,4,"far",0,1.75,0.9,35
3170,564,4,"far",0,1.75,0.9,35
3171,565,4,"far",0,1.75,0.9,35
3172,566,4,"far",0,1.75,0.9,35
3173,567,4,"far",0,4,0.9,80
3174,568,4,"far",0,4,0.9,80
3175,570,4,"far",0,1,0.85,35
3176,579,4,"far",0,2,0.9,55
3177,580,4,"far",0,2.75,0.9,55
3178,581,4,"far",0,1.75,0.9,35
3179,582,4,"far",0,2.7,0.9,40
3180,585,4,"far",0,1.2,0.4,40
3181,586,4,"far",0,0.4,0.4,40
3182,587,4,"far",0,0.5,0.5,35
3183,588,4,"far",0,0.5,0.5,35
3184,589,4,"far",0,4,1,60
3185,590,4,"far",0,4,1,48
3186,591,4,"far",0,2,1,35
3187,592,4,"far",0,0.8,0.4,35
3188,593,4,"far",0,3.25,0.4,65
3189,594,4,"far",0,0.55,0.6,35
3190,595,4,"far",0,0.55,0.6,35
3191,598,4,"far",0,6.5,0.8,200
3192,606,4,"far",0,4,0.8,65
3193,607,4,"far",0,6.5,1,200
3194,608,4,"far",0,0.8,0.4,35
3195,616,4,"far",0,1.5,0.85,35
3196,618,4,"far",0,2.5,0.9,45
3197,620,4,"far",0,1,0.85,35
3198,621,4,"far",0,2.5,0.75,45
3199,633,4,"far",0,2.5,0.9,35
3200,635,4,"far",0,2.33,0.8,34.95
3201,636,4,"far",0,2.33,0.8,34.95
3202,637,4,"far",0,1.6,0.8,24
3203,638,4,"far",0,1.6,0.8,24
3204,639,4,"far",0,2,0.8,30
3205,640,4,"far",0,3,1,45
3206,641,4,"far",0,3,1,55
3207,642,4,"far",0,2,1,28
3208,643,4,"far",0,2.73,0.8,41
3209,644,4,"far",0,3,1,54
3210,645,4,"far",0,4.25,0.8,67
3211,646,4,"far",0,6,1,115
3212,647,4,"far",0,3,0.8,54
3213,648,4,"far",0,2,0.8,41
3214,649,4,"far",0,2,1,30
3215,650,4,"far",0,1.6,0.8,0
3216,651,4,"far",0,1.6,0.8,0
3217,652,4,"far",0,1.6,1,0
3218,653,4,"far",0,1.6,0.8,0
3219,654,4,"far",0,1.25,0.8,30
3220,655,4,"far",0,1.25,0.8,26
3221,657,4,"far",0,1.25,0.8,26
3222,658,4,"far",0,1.25,0.8,26
3223,659,4,"far",0,1.25,0.8,26
3224,660,4,"far",0,0.7,0.8,35
3225,662,4,"far",0,1.25,0.8,30
3226,663,4,"far",0,1.25,0.8,30
3227,665,4,"far",0,1.25,0.8,30
3228,666,4,"far",0,1.25,0.8,30
3229,669,4,"far",0,1,0.8,30
3230,675,4,"far",0,1.6,1,30
3231,693,4,"far",0,1,0.8,35
3232,702,4,"far",0,1.25,0.7,30
3233,703,4,"far",0,1.25,0.7,30
3234,704,4,"far",0,1.25,0.7,30
3235,705,4,"far",0,1.25,0.7,30
3236,706,4,"far",0,1.25,0.7,30
3237,707,4,"far",0,1.25,0.7,30
3238,708,4,"far",0,1.25,0.7,35
3239,709,4,"far",0,1.25,0.7,35
3240,710,4,"far",0,1.5,0.8,67
3241,711,4,"far",0,1,0.8,35
3242,712,4,"far",0,1,0.8,67
3243,713,4,"far",0,1.25,0.8,55
3244,714,4,"far",0,1.5,0.7,35
3245,715,4,"far",0,1.25,0.8,35
3246,717,4,"far",0,1,0.8,35
3247,718,4,"far",0,1,0.8,35
3248,720,4,"far",0,1.5,0.8,30
3249,721,4,"far",0,1.25,0.7,30
3250,745,4,"far",0,2,0.8,55
3251,746,4,"far",0,2,0.7,65
3252,747,4,"far",0,2,0.8,45
3253,748,4,"far",0,2,0.8,80
3254,749,4,"far",0,2,0.8,50
3255,751,4,"far",0,7,1,160
3256,753,4,"far",0,7,0.8,135
3257,754,4,"far",0,3.75,0.85,75
3258,755,4,"far",0,3.75,0.85,75
3259,756,4,"far",0,1.5,0.85,30
3260,757,4,"far",0,3.25,0.85,65
3261,758,4,"far",0,2,0.8,65
3262,759,4,"far",0,2,0.8,65
3263,760,4,"far",0,2,0.8,65
3264,761,4,"far",0,1.5,0.8,35
3265,762,4,"far",0,2,0.8,45
3266,763,4,"far",0,2,0.8,45
3267,764,4,"far",0,4,0.8,80
3268,765,4,"far",0,2.25,0.8,45
3269,766,4,"far",0,4,0.7,80
3270,767,4,"far",0,0.5,0.9,45
3271,768,4,"far",0,1.5,0.7,30
3272,772,4,"far",0,3,0.7,30
3273,773,4,"far",0,2.5,0.8,55
3274,774,4,"far",0,2.5,0.8,60
3275,775,4,"far",0,0.5,0.6,55
3276,776,4,"far",0,0.5,0.5,55
3277,777,4,"far",0,1.5,0.85,65
3278,780,4,"far",0,0.5,0.6,55
3279,781,4,"far",0,0.5,1,35
3280,784,4,"far",0,1.25,0.35,25
3281,785,4,"far",0,0.5,1,28
3282,788,4,"far",0,1.5,0.85,45
3283,790,4,"far",0,1.5,1,35
3284,791,4,"far",0,1,0.85,35
3285,792,4,"far",0,0.8,0.85,35
3286,793,4,"far",0,0.5,0.5,35
3287,795,4,"far",0,0.5,0.5,35
3288,800,4,"far",0,1,0.4,35
3289,809,4,"far",0,0.85,0.85,45
3290,810,4,"far",0,1.05,0.35,30
3291,811,4,"far",0,1.5,0.5,35
3292,821,4,"far",0,2.5,1,55
3293,823,4,"far",0,2.5,1,55
3294,824,4,"far",0,0.6,0.45,30
3295,825,4,"far",0,0.7,1,55
3296,826,4,"far",0,0.4,1,55
3297,827,4,"far",0,0.7,1,80
3298,828,4,"far",0,0.6,1,85
3299,830,4,"far",0,0.4,1,60
3300,831,4,"far",0,0.5,1,85
3301,833,4,"far",0,0.4,1,60
3302,834,4,"far",0,0.4,1,45
3303,835,4,"far",0,0.5,1,35
3304,837,4,"far",0,2,1,40
3305,841,4,"far",0,0.4,1,12
3306,842,4,"far",0,0.4,1,12
3307,843,4,"far",0,0.5,0.5,40
3308,844,4,"far",0,1,1,90
3309,845,4,"far",0,1,1,90
3310,846,4,"far",0,1,1,90
3311,847,4,"far",0,4,1,90
3312,849,4,"far",0,0.4,1,60
3313,850,4,"far",0,0.4,1,60
3314,851,4,"far",0,0.6,1,60
3315,858,4,"far",0,0.7,0.7,50
3316,859,4,"far",0,0.8,0.8,60
3317,867,4,"far",0,4.5,1,90
3318,868,4,"far",0,3.5,0.7,120
3319,869,4,"far",0,0.5,1,35
3320,870,4,"far",0,8,1,350
3321,871,4,"far",0,3,1,140
3322,872,4,"far",0,3,1,140
3323,873,4,"far",0,1,0.9,50
3324,874,4,"far",0,3,1,36
3325,875,4,"far",0,1,0.7,17.1429
3326,876,4,"far",0,1,0.35,50
3327,877,4,"far",0,0.5,1,35
3328,878,4,"far",0,1,1,35
3329,880,4,"far",0,3,1,36
3330,881,4,"far",0,2,1,24
3331,887,4,"far",0,1,0.8,85
3332,889,4,"far",0,0.6,0.8,35
3333,890,4,"far",0,1.75,0.8,35
3334,898,4,"far",0,4.25,0.8,85
3335,899,4,"far",0,4.25,0.8,85
3336,900,4,"far",0,4.25,0.8,85
3337,901,4,"far",0,1,0.85,55
3338,902,4,"far",0,2,0.85,85
3339,903,4,"far",0,1,0.85,35
3340,904,4,"far",0,0.5,0.85,65
3341,905,4,"far",0,0.5,0.85,65
3342,906,4,"far",0,1,0.85,45
3343,907,4,"far",0,1,0.75,25
3344,923,4,"far",0,2,1,36
3345,924,4,"far",0,1.8,0.6,36
3346,928,4,"far",0,1,1,36
3347,934,4,"far",0,1.95,1,39
3348,935,4,"far",0,2.55,1,51
3349,936,4,"far",0,3.15,1,63
3350,937,4,"far",0,3.15,1,63
3351,938,4,"far",0,1.95,1,39
3352,939,4,"far",0,2.55,1,51
3353,940,4,"far",0,0.5,1,50
3354,941,4,"far",0,0.75,1,40
3355,945,4,"far",0,0.5,0.4,50
3356,946,4,"far",0,1.5,0.85,50
3357,947,4,"far",0,2,0.7,60
3358,948,4,"far",0,1,1,50
3359,950,4,"far",0,1,0.6,45
3360,952,4,"far",0,1,0.6,40
3361,953,4,"far",0,3,0.9,45
3362,958,4,"far",0,1,1,45
3363,959,4,"far",0,0.5,1,45
3364,961,4,"far",0,0.5,1,65
3365,962,4,"far",0,1.75,1,35
3366,969,4,"far",0,1.75,1,35
3367,971,4,"far",0,2.25,1,45
3368,972,4,"far",0,2.25,0.8,45
3369,973,4,"far",0,2.25,0.8,45
3370,975,4,"far",0,2.2,0.85,35
3371,976,4,"far",0,2.5,0.4,40
3372,977,4,"far",0,3,0.5,70
3373,978,4,"far",0,1,0.5,70
3374,989,4,"far",0,0.7,0.4,35
3375,990,4,"far",0,2.5,1,50
3376,991,4,"far",0,2,1,40
3377,992,4,"far",0,3,1,60
3378,993,4,"far",0,2.5,1,50
3379,994,4,"far",0,2,1,40
3380,995,4,"far",0,1.75,1,35
3381,996,4,"far",0,1,0.35,50
3382,997,4,"far",0,0.7,1,35
3383,998,4,"far",0,0.5,0.5,35
3384,999,4,"far",0,2,1,35
3385,1000,4,"far",0,0.5,1,65
3386,1001,4,"far",0,0.6,0.5,65
3387,1002,4,"far",0,0.5,1,65
3388,1006,4,"far",0,0.7,1,35
3389,1007,4,"far",0,0.5,1,40
3390,1008,4,"far",0,0.5,0.4,35
3391,1017,4,"far",0,2,1,40
3392,1018,4,"far",0,2.5,0.85,55
3393,1019,4,"far",0,2.5,0.85,45
3394,1021,4,"far",0,3,0.7,65
3395,1022,4,"far",0,3,0.7,65
3396,1023,4,"far",0,1,0.75,35
3397,1029,4,"far",0,1.5,1,45
3398,1030,4,"far",0,1.25,1,35
3399,1040,4,"far",0,1,1,12
3400,1044,4,"far",0,0.75,1,35
3401,1045,4,"far",0,1,1,35
3402,1047,4,"far",0,1,1,12
3403,1049,4,"far",0,0.4,1,35
3404,1050,4,"far",0,2.5,1,45
3405,1056,4,"far",0,2.5,1,50
3406,1057,4,"far",0,2.5,1,50
3407,1058,4,"far",0,1.5,1,30
3408,1059,4,"far",0,0.4,1,45
3409,1060,4,"far",0,1.5,1,30
3410,1064,4,"far",0,3,1,60
3411,1066,4,"far",0,3,1,60
3412,1067,4,"far",0,0.5,1,60
3413,1068,4,"far",0,1.5,1,60
3414,1070,4,"far",0,0.7,1,60
3415,1073,4,"far",0,1,1,12
3416,1075,4,"far",0,1,1,40
3417,1082,4,"far",0,2,1,60
3418,1083,4,"far",0,3,1,60
3419,1084,4,"far",0,3,1,60
3420,1085,4,"far",0,0.5,1,35
3421,1092,4,"far",0,1,1,45
3422,1096,4,"far",0,1,1,45
3423,1097,4,"far",0,1,1,60
3424,1098,4,"far",0,1.75,1,35
3425,1103,4,"far",0,0.5,1,40
3426,1105,4,"far",0,1.5,1,70
3427,1106,4,"far",0,0.5,1,40
3428,1108,4,"far",0,1,0.75,40
3429,1109,4,"far",0,0.75,0.7,35
3430,1111,4,"far",0,1,0.8,40
3431,1121,4,"far",0,0.4,1,35
3432,1122,4,"far",0,1,0.85,35
3433,1123,4,"far",0,0.5,0.5,35
3434,1124,4,"far",0,0.4,0.5,35
3435,1125,4,"far",0,0.4,0.5,35
3436,1127,4,"far",0,0.5,1,35
3437,1134,4,"far",0,4,0.75,75
3438,1135,4,"far",0,2,1,65
3439,1136,4,"far",0,2,1,55
3440,1137,4,"far",0,3.12,0.5,40
3441,1138,4,"far",0,4,0.75,75
3442,1139,4,"far",0,1.5,0.5,40
3443,1140,4,"far",0,0.5,0.85,125
3444,1142,4,"far",0,0.5,0.85,40
3445,1143,4,"far",0,1.5,0.5,70
3446,1144,4,"far",0,4,0.65,50
3447,1145,4,"far",0,1.5,0.5,36
3448,1149,4,"far",1.5,2.5,0.9,50
3449,1150,4,"far",0,0.7,0.65,90
3450,1156,4,"far",0,0.7,0.65,90
3451,1157,4,"far",0,1.25,1,65
3452,1158,4,"far",0,1.25,0.8,35
3453,1161,4,"far",0,1,0.75,55
3454,1162,4,"far",0,1,0.75,55
3455,1163,4,"far",0,1,0.75,55
3456,1164,4,"far",0,0.7,0.75,45
3457,1165,4,"far",0,1,0.8,65
3458,1166,4,"far",0,1.66,0.7,45
3459,1167,4,"far",0,1.89,0.65,45
3460,1169,4,"far",0,1.4,0.55,55
3461,1170,4,"far",0,1.15,0.55,65
3462,1171,4,"far",0,1,0.8,55
3463,1172,4,"far",0,0.3,0.7,35
3464,1173,4,"far",0,0.4,0.7,35
3465,1175,4,"far",0,3.25,0.55,65
3466,1176,4,"far",0,3.25,0.55,65
3467,1177,4,"far",0,1,0.6,65
3468,1178,4,"far",0,0.62,0.8,134
3469,1179,4,"far",0,1.25,1,65
3470,1180,4,"far",0,0.55,0.85,55
3471,1181,4,"far",0,0.55,0.85,55
3472,1182,4,"far",0,0.55,0.85,55
3473,1183,4,"far",0,1,0.85,55
3474,1184,4,"far",0,0.55,0.85,55
3475,1196,4,"far",0,0.6,0.35,45
3476,1197,4,"far",0,1.25,1,65
3477,1198,4,"far",0,1,0.75,55
3478,1199,4,"far",0,1.25,1,65
3479,1200,4,"far",0,1.25,0.8,35
3480,1201,4,"far",0,5,1,65
3481,1203,4,"far",0,1.25,0.8,35
3482,1205,4,"far",0,1.25,1,65
3483,1206,4,"far",0,2,0.75,50
3484,1207,4,"far",0,7.92,1,95
3485,1208,4,"far",0,0.65,0.75,35
3486,1209,4,"far",0,10,0.75,250
3487,1210,4,"far",0,6.5,0.75,125
3488,1211,4,"far",0,2.5,0.75,50
3489,1212,4,"far",0,0.5,1,12
3490,1213,4,"far",0,0.5,0.75,50
3491,1214,4,"far",0,0.5,1,12
3492,1224,4,"far",0,5,1,125
3493,1225,4,"far",0,0.5,0.75,45
3494,1226,4,"far",0,0.5,0.75,45
3495,1228,4,"far",0,1,0.65,40
3496,1231,4,"far",0,2,1,25
3497,1232,4,"far",0,1,1,60
3498,1234,4,"far",0,1.5,0.85,35
3499,1235,4,"far",0,1,0.85,35
3500,1236,4,"far",0,2.5,0.75,45
3501,1243,4,"far",0,2,1,70
3502,1244,4,"far",0,2,1,70
3503,1245,4,"far",0,2,1,70
3504,1246,4,"far",0,2,1,70
3505,1247,4,"far",0,2,1,70
3506,1248,4,"far",0,0.5,1,50
